actor,year,doc_index,total_risk_mentions,risk_naturhot,risk_biologiska_hot,risk_olyckor,risk_antagonistiska_hot,risk_cyber_hot,risk_sociala_risker,risk_teknisk_infrastruktur,risk_brand,risk_miljö_klimat,risk_ekonomi,sannolikhet_total,sannolikhet_very_low,sannolikhet_low,sannolikhet_medium,sannolikhet_high,sannolikhet_very_high,sannolikhet_change,sannolikhet_uncertainty,sannolikhet_acceptability,sannolikhet_UNKNOWN,konsekvens_total,konsekvens_very_low,konsekvens_low,konsekvens_medium,konsekvens_high,konsekvens_very_high,konsekvens_change,konsekvens_uncertainty,konsekvens_acceptability,konsekvens_UNKNOWN,risk_total,risk_very_low,risk_low,risk_medium,risk_high,risk_very_high,risk_change,risk_uncertainty,risk_acceptability,risk_UNKNOWN
länsstyrelse,2016,553,200,85,29,22,6,2,12,19,14,10,1,12,3,1,7,0,0,0,0,0,1,36,0,5,0,7,5,0,2,0,17,132,2,1,5,2,2,4,6,0,110
länsstyrelse,2024,554,655,204,86,84,79,8,8,96,47,40,3,19,2,2,0,4,0,3,1,0,7,95,0,0,1,37,3,3,0,0,51,158,1,5,1,10,0,22,6,0,113
länsstyrelse,2011,555,162,53,36,8,4,0,0,24,21,15,1,1,0,0,0,0,0,1,0,0,0,16,0,0,0,7,0,0,1,0,8,60,0,0,0,2,0,3,0,0,55
länsstyrelse,2018,556,30,8,3,1,1,0,0,8,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,25,0,1,0,1,0,1,0,0,22
länsstyrelse,2013,557,391,195,40,45,14,2,3,56,19,17,0,37,1,5,11,8,3,0,3,0,6,43,0,0,0,13,3,0,3,0,24,101,0,0,2,4,0,26,3,0,66
länsstyrelse,2013,558,42,16,10,1,3,3,2,1,0,4,2,1,0,0,0,0,0,1,0,0,0,13,0,0,0,2,0,0,1,0,10,17,0,0,0,1,0,5,0,0,11
länsstyrelse,2024,559,170,60,29,8,16,11,6,20,10,10,0,12,0,3,0,0,0,2,0,0,7,38,0,0,3,17,4,0,1,0,13,106,0,0,1,7,0,2,3,0,93
länsstyrelse,2012,560,391,200,47,37,12,2,14,55,14,10,0,36,1,5,12,7,2,0,1,0,8,39,0,0,0,10,3,1,1,0,24,136,0,0,2,7,0,24,0,0,103
länsstyrelse,2016,561,186,67,29,2,5,1,1,27,31,23,0,8,0,0,1,0,0,0,0,0,7,39,0,0,0,7,0,1,0,0,31,66,0,1,0,7,1,5,3,0,49
länsstyrelse,2014,562,98,45,18,1,0,0,0,14,11,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,18,0,0,0,1,1,1,0,0,15
länsstyrelse,2010,563,212,98,51,20,0,2,0,17,13,11,0,46,4,8,9,4,2,0,1,0,18,41,0,1,0,11,2,0,0,0,27,56,1,0,0,5,0,3,1,0,46
länsstyrelse,2011,564,333,155,47,36,6,4,7,60,11,7,0,8,0,1,0,1,0,0,0,0,6,17,0,0,0,5,1,0,0,0,11,48,0,0,0,6,0,4,0,0,38
länsstyrelse,2015,565,187,72,29,2,3,4,1,25,25,26,0,9,0,0,1,0,0,0,1,0,7,31,0,0,0,7,0,1,0,0,23,74,0,0,0,6,1,4,4,0,59
länsstyrelse,2015,566,354,155,37,46,28,1,12,45,22,8,0,19,1,1,3,0,3,0,3,0,8,50,0,1,0,18,3,0,7,0,21,136,0,0,0,3,0,26,4,0,103
länsstyrelse,2014,567,381,194,35,40,12,1,6,53,25,15,0,34,1,5,9,8,2,0,3,0,6,42,0,1,0,11,3,0,3,0,24,156,0,0,3,6,0,24,4,0,119
länsstyrelse,2016,568,362,155,32,46,24,1,16,47,31,10,0,20,1,2,3,0,2,0,4,0,8,52,0,1,0,19,2,2,6,0,22,114,0,0,0,5,0,33,3,0,73
länsstyrelse,2013,569,371,146,70,56,15,2,1,42,11,26,2,33,7,3,0,2,2,1,1,0,17,43,2,1,0,13,2,2,0,0,23,99,0,1,1,14,0,7,7,0,69
länsstyrelse,2013,570,100,47,23,0,0,0,0,13,7,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,15,0,0,0,0,0,1,0,0,14
MCF,2021,571,49,30,4,1,3,3,0,4,4,0,0,2,0,0,0,0,0,0,0,0,2,10,0,0,0,4,0,1,2,0,3,32,0,1,0,1,0,7,6,0,17
MCF,2023,572,450,154,51,15,67,19,37,47,32,25,3,70,0,1,6,3,1,9,6,0,44,144,2,7,4,34,15,4,0,0,78,107,0,0,1,3,0,11,2,0,90
MCF,2025,573,826,262,117,15,156,28,39,92,53,59,5,112,0,5,5,7,0,17,10,0,68,283,1,11,6,92,41,3,2,0,127,206,0,1,1,13,0,31,3,0,157
MCF,2019,574,13,4,0,0,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,0,0,1,0,0,0,0,0,10
MCF,2018,575,14,0,0,0,8,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,2,0,12
MCF,2014,576,213,63,30,4,4,26,3,45,17,21,0,1,0,0,0,1,0,0,0,0,0,42,0,0,1,17,1,1,3,0,19,141,0,2,0,7,0,3,6,0,123
MCF,2016,577,25,0,0,0,2,7,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,4,19,0,0,1,0,0,1,1,0,16
MCF,2017,578,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
MCF,2013,579,440,113,108,17,61,5,66,25,26,19,0,49,1,1,6,7,0,2,0,0,32,108,1,5,4,19,12,0,5,0,62,254,0,2,1,8,0,6,6,1,230
MCF,2012,580,378,100,58,39,21,2,15,90,34,19,0,105,5,5,4,10,0,1,15,0,65,188,0,4,15,36,15,1,21,0,96,216,0,1,0,21,0,7,3,1,183
MCF,2011,581,10,2,4,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,18,0,0,0,2,0,0,0,0,16
